MOTIONS (ORIGIN OF INTERNAL CALCULATING COORDINATE, INTERPOLATE, ONLY RIDIG MODAL)
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
5.881    1.068    -9.324e-004 -9.034e-002  9.034e-002  -90.591
5.770    1.089    -9.337e-004 -9.230e-002  9.231e-002  -90.580
5.663    1.110    -9.349e-004 -9.429e-002  9.429e-002  -90.568
5.560    1.130    -9.362e-004 -9.628e-002  9.629e-002  -90.557
5.460    1.151    -9.375e-004 -9.830e-002  9.830e-002  -90.546
5.364    1.171    -9.388e-004 -1.003e-001  1.003e-001  -90.536
5.271    1.192    -9.402e-004 -1.024e-001  1.024e-001  -90.526
5.182    1.213    -9.416e-004 -1.044e-001  1.044e-001  -90.517
5.095    1.233    -9.430e-004 -1.065e-001  1.065e-001  -90.507
5.011    1.254    -9.445e-004 -1.086e-001  1.086e-001  -90.498
4.930    1.274    -9.460e-004 -1.107e-001  1.107e-001  -90.490
4.852    1.295    -9.475e-004 -1.128e-001  1.128e-001  -90.481
4.776    1.316    -9.491e-004 -1.150e-001  1.150e-001  -90.473
4.702    1.336    -9.507e-004 -1.172e-001  1.172e-001  -90.465
4.631    1.357    -9.523e-004 -1.193e-001  1.193e-001  -90.457
4.562    1.377    -9.540e-004 -1.215e-001  1.216e-001  -90.450
4.494    1.398    -9.557e-004 -1.238e-001  1.238e-001  -90.442
4.429    1.419    -9.575e-004 -1.260e-001  1.260e-001  -90.435
4.366    1.439    -9.593e-004 -1.283e-001  1.283e-001  -90.428
4.304    1.460    -9.611e-004 -1.306e-001  1.306e-001  -90.422
4.244    1.480    -9.630e-004 -1.329e-001  1.329e-001  -90.415
4.186    1.501    -9.649e-004 -1.352e-001  1.352e-001  -90.409
4.129    1.522    -9.669e-004 -1.376e-001  1.376e-001  -90.403
4.074    1.542    -9.689e-004 -1.400e-001  1.400e-001  -90.397
4.020    1.563    -9.710e-004 -1.424e-001  1.424e-001  -90.391
3.968    1.583    -9.731e-004 -1.448e-001  1.448e-001  -90.385
3.917    1.604    -9.753e-004 -1.473e-001  1.473e-001  -90.379
3.867    1.625    -9.775e-004 -1.497e-001  1.497e-001  -90.374
3.819    1.645    -9.797e-004 -1.522e-001  1.522e-001  -90.369
3.772    1.666    -9.820e-004 -1.548e-001  1.548e-001  -90.364
3.726    1.686    -9.844e-004 -1.573e-001  1.573e-001  -90.358
3.681    1.707    -9.868e-004 -1.599e-001  1.599e-001  -90.354
3.637    1.728    -9.893e-004 -1.626e-001  1.626e-001  -90.349
3.594    1.748    -9.919e-004 -1.652e-001  1.652e-001  -90.344
3.552    1.769    -9.945e-004 -1.679e-001  1.679e-001  -90.339
3.511    1.789    -9.971e-004 -1.706e-001  1.706e-001  -90.335
3.471    1.810    -9.999e-004 -1.733e-001  1.733e-001  -90.331
3.432    1.831    -1.003e-003 -1.761e-001  1.761e-001  -90.326
3.394    1.851    -1.006e-003 -1.789e-001  1.789e-001  -90.322
3.357    1.872    -1.009e-003 -1.818e-001  1.818e-001  -90.318
3.320    1.892    -1.012e-003 -1.846e-001  1.846e-001  -90.314
3.284    1.913    -1.015e-003 -1.875e-001  1.875e-001  -90.310
3.249    1.934    -1.018e-003 -1.905e-001  1.905e-001  -90.306
3.215    1.954    -1.021e-003 -1.935e-001  1.935e-001  -90.302
3.182    1.975    -1.025e-003 -1.965e-001  1.965e-001  -90.299
3.149    1.995    -1.028e-003 -1.995e-001  1.995e-001  -90.295
3.117    2.016    -1.032e-003 -2.026e-001  2.026e-001  -90.292
3.085    2.037    -1.036e-003 -2.058e-001  2.058e-001  -90.288
3.054    2.057    -1.039e-003 -2.089e-001  2.089e-001  -90.285
3.024    2.078    -1.043e-003 -2.121e-001  2.121e-001  -90.282
2.994    2.098    -1.048e-003 -2.154e-001  2.154e-001  -90.279
2.965    2.119    -1.052e-003 -2.187e-001  2.187e-001  -90.276
2.936    2.140    -1.056e-003 -2.220e-001  2.220e-001  -90.273
2.908    2.160    -1.061e-003 -2.254e-001  2.254e-001  -90.270
2.881    2.181    -1.066e-003 -2.288e-001  2.288e-001  -90.267
2.854    2.202    -1.070e-003 -2.323e-001  2.323e-001  -90.264
2.828    2.222    -1.076e-003 -2.358e-001  2.358e-001  -90.261
2.802    2.243    -1.081e-003 -2.394e-001  2.394e-001  -90.259
2.776    2.263    -1.086e-003 -2.430e-001  2.430e-001  -90.256
2.751    2.284    -1.092e-003 -2.466e-001  2.466e-001  -90.254
2.726    2.305    -1.098e-003 -2.503e-001  2.504e-001  -90.251
2.702    2.325    -1.105e-003 -2.541e-001  2.541e-001  -90.249
2.679    2.346    -1.111e-003 -2.579e-001  2.579e-001  -90.247
2.655    2.366    -1.118e-003 -2.618e-001  2.618e-001  -90.245
2.632    2.387    -1.125e-003 -2.657e-001  2.657e-001  -90.243
2.610    2.408    -1.133e-003 -2.696e-001  2.696e-001  -90.241
2.588    2.428    -1.141e-003 -2.736e-001  2.736e-001  -90.239
2.566    2.449    -1.149e-003 -2.777e-001  2.777e-001  -90.237
2.544    2.469    -1.158e-003 -2.818e-001  2.818e-001  -90.235
2.523    2.490    -1.167e-003 -2.860e-001  2.860e-001  -90.234
2.503    2.511    -1.177e-003 -2.902e-001  2.902e-001  -90.232
2.482    2.531    -1.187e-003 -2.945e-001  2.945e-001  -90.231
2.462    2.552    -1.198e-003 -2.989e-001  2.989e-001  -90.230
2.443    2.572    -1.210e-003 -3.033e-001  3.033e-001  -90.229
2.423    2.593    -1.222e-003 -3.077e-001  3.077e-001  -90.227
2.404    2.614    -1.235e-003 -3.122e-001  3.122e-001  -90.227
2.385    2.634    -1.248e-003 -3.168e-001  3.168e-001  -90.226
2.367    2.655    -1.263e-003 -3.215e-001  3.215e-001  -90.225
2.349    2.675    -1.278e-003 -3.261e-001  3.261e-001  -90.225
2.331    2.696    -1.295e-003 -3.309e-001  3.309e-001  -90.224
2.313    2.717    -1.312e-003 -3.357e-001  3.357e-001  -90.224
2.295    2.737    -1.331e-003 -3.406e-001  3.406e-001  -90.224
2.278    2.758    -1.351e-003 -3.455e-001  3.455e-001  -90.224
2.261    2.778    -1.372e-003 -3.505e-001  3.505e-001  -90.224
2.245    2.799    -1.394e-003 -3.556e-001  3.556e-001  -90.225
2.228    2.820    -1.418e-003 -3.607e-001  3.607e-001  -90.225
2.212    2.840    -1.444e-003 -3.658e-001  3.658e-001  -90.226
2.196    2.861    -1.471e-003 -3.711e-001  3.711e-001  -90.227
2.181    2.881    -1.501e-003 -3.764e-001  3.764e-001  -90.228
2.165    2.902    -1.532e-003 -3.817e-001  3.817e-001  -90.230
2.150    2.923    -1.565e-003 -3.871e-001  3.871e-001  -90.232
2.135    2.943    -1.601e-003 -3.926e-001  3.926e-001  -90.234
2.120    2.964    -1.639e-003 -3.981e-001  3.981e-001  -90.236
2.105    2.984    -1.680e-003 -4.037e-001  4.037e-001  -90.238
2.091    3.005    -1.724e-003 -4.093e-001  4.093e-001  -90.241
2.077    3.026    -1.771e-003 -4.150e-001  4.150e-001  -90.244
2.063    3.046    -1.821e-003 -4.208e-001  4.208e-001  -90.248
2.049    3.067    -1.875e-003 -4.266e-001  4.266e-001  -90.252
2.035    3.087    -1.932e-003 -4.325e-001  4.325e-001  -90.256
2.022    3.108    -1.993e-003 -4.384e-001  4.384e-001  -90.261
2.008    3.129    -2.059e-003 -4.443e-001  4.443e-001  -90.265
1.995    3.149    -2.129e-003 -4.503e-001  4.504e-001  -90.271
1.982    3.170    -2.204e-003 -4.564e-001  4.564e-001  -90.277
1.969    3.190    -2.284e-003 -4.625e-001  4.625e-001  -90.283
1.957    3.211    -2.370e-003 -4.687e-001  4.687e-001  -90.290
1.944    3.232    -2.461e-003 -4.749e-001  4.749e-001  -90.297
1.932    3.252    -2.559e-003 -4.811e-001  4.811e-001  -90.305
1.920    3.273    -2.663e-003 -4.874e-001  4.874e-001  -90.313
1.908    3.293    -2.775e-003 -4.937e-001  4.937e-001  -90.322
1.896    3.314    -2.893e-003 -5.001e-001  5.001e-001  -90.332
1.884    3.335    -3.020e-003 -5.064e-001  5.065e-001  -90.342
1.873    3.355    -3.155e-003 -5.129e-001  5.129e-001  -90.352
1.861    3.376    -3.299e-003 -5.193e-001  5.193e-001  -90.364
1.850    3.396    -3.451e-003 -5.258e-001  5.258e-001  -90.376
1.839    3.417    -3.614e-003 -5.323e-001  5.323e-001  -90.389
1.828    3.438    -3.788e-003 -5.388e-001  5.388e-001  -90.403
1.817    3.458    -3.971e-003 -5.454e-001  5.454e-001  -90.417
1.806    3.479    -4.167e-003 -5.519e-001  5.519e-001  -90.433
1.795    3.499    -4.374e-003 -5.585e-001  5.585e-001  -90.449
1.785    3.520    -4.594e-003 -5.651e-001  5.651e-001  -90.466
1.775    3.541    -4.828e-003 -5.717e-001  5.717e-001  -90.484
1.764    3.561    -5.075e-003 -5.783e-001  5.783e-001  -90.503
1.754    3.582    -5.337e-003 -5.849e-001  5.849e-001  -90.523
1.744    3.603    -5.614e-003 -5.915e-001  5.915e-001  -90.544
1.734    3.623    -5.907e-003 -5.981e-001  5.982e-001  -90.566
1.724    3.644    -6.217e-003 -6.047e-001  6.048e-001  -90.589
1.715    3.664    -6.545e-003 -6.113e-001  6.114e-001  -90.613
1.705    3.685    -6.890e-003 -6.179e-001  6.179e-001  -90.639
1.696    3.706    -7.254e-003 -6.245e-001  6.245e-001  -90.666
1.686    3.726    -7.637e-003 -6.310e-001  6.311e-001  -90.693
1.677    3.747    -8.042e-003 -6.375e-001  6.376e-001  -90.723
1.668    3.767    -8.467e-003 -6.440e-001  6.441e-001  -90.753
1.659    3.788    -8.915e-003 -6.505e-001  6.506e-001  -90.785
1.650    3.809    -9.386e-003 -6.569e-001  6.570e-001  -90.819
1.641    3.829    -9.882e-003 -6.634e-001  6.634e-001  -90.853
1.632    3.850    -1.040e-002 -6.697e-001  6.698e-001  -90.890
1.623    3.870    -1.094e-002 -6.761e-001  6.761e-001  -90.928
1.615    3.891    -1.151e-002 -6.823e-001  6.824e-001  -90.967
1.606    3.912    -1.211e-002 -6.886e-001  6.887e-001  -91.007
1.598    3.932    -1.273e-002 -6.948e-001  6.949e-001  -91.050
1.590    3.953    -1.338e-002 -7.009e-001  7.010e-001  -91.094
1.581    3.973    -1.406e-002 -7.070e-001  7.071e-001  -91.139
1.573    3.994    -1.478e-002 -7.130e-001  7.132e-001  -91.187
1.565    4.015    -1.553e-002 -7.189e-001  7.191e-001  -91.237
1.557    4.035    -1.631e-002 -7.248e-001  7.250e-001  -91.289
1.549    4.056    -1.712e-002 -7.306e-001  7.308e-001  -91.343
1.541    4.076    -1.796e-002 -7.364e-001  7.366e-001  -91.397
1.534    4.097    -1.882e-002 -7.421e-001  7.423e-001  -91.453
1.526    4.118    -1.971e-002 -7.477e-001  7.480e-001  -91.510
1.518    4.138    -2.063e-002 -7.533e-001  7.536e-001  -91.569
1.511    4.159    -2.160e-002 -7.588e-001  7.591e-001  -91.631
1.503    4.179    -2.263e-002 -7.641e-001  7.645e-001  -91.696
1.496    4.200    -2.371e-002 -7.692e-001  7.696e-001  -91.765
--------------------------------------------------------------
WAVE ANGLE = 60.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100    -9.136e-003  1.107e+001  1.107e+001   90.047
52.098   0.121    -9.663e-003  9.182e+000  9.183e+000   90.060
44.497   0.141    -9.615e-003  7.842e+000  7.842e+000   90.070
38.831   0.162    -9.432e-003  6.842e+000  6.843e+000   90.079
34.445   0.182    -9.266e-003  6.068e+000  6.068e+000   90.087
30.949   0.203    -9.169e-003  5.451e+000  5.451e+000   90.096
28.098   0.224    -9.142e-003  4.948e+000  4.948e+000   90.106
25.727   0.244    -9.150e-003  4.530e+000  4.530e+000   90.116
23.726   0.265    -9.172e-003  4.177e+000  4.177e+000   90.126
22.013   0.285    -9.195e-003  3.875e+000  3.875e+000   90.136
20.531   0.306    -9.212e-003  3.613e+000  3.613e+000   90.146
19.236   0.327    -9.223e-003  3.385e+000  3.385e+000   90.156
18.095   0.347    -9.230e-003  3.183e+000  3.183e+000   90.166
17.081   0.368    -9.236e-003  3.004e+000  3.004e+000   90.176
16.175   0.388    -9.242e-003  2.844e+000  2.844e+000   90.186
15.361   0.409    -9.250e-003  2.700e+000  2.700e+000   90.196
14.624   0.430    -9.259e-003  2.570e+000  2.570e+000   90.206
13.955   0.450    -9.269e-003  2.452e+000  2.452e+000   90.217
13.344   0.471    -9.279e-003  2.344e+000  2.344e+000   90.227
12.785   0.491    -9.290e-003  2.245e+000  2.245e+000   90.237
12.270   0.512    -9.302e-003  2.154e+000  2.154e+000   90.247
11.796   0.533    -9.314e-003  2.070e+000  2.070e+000   90.258
11.357   0.553    -9.326e-003  1.992e+000  1.992e+000   90.268
10.949   0.574    -9.339e-003  1.920e+000  1.920e+000   90.279
10.569   0.594    -9.353e-003  1.853e+000  1.853e+000   90.289
10.215   0.615    -9.367e-003  1.790e+000  1.790e+000   90.300
9.884    0.636    -9.381e-003  1.731e+000  1.731e+000   90.310
9.574    0.656    -9.396e-003  1.676e+000  1.676e+000   90.321
9.283    0.677    -9.412e-003  1.625e+000  1.625e+000   90.332
9.008    0.697    -9.428e-003  1.576e+000  1.576e+000   90.343
8.750    0.718    -9.445e-003  1.530e+000  1.530e+000   90.354
8.506    0.739    -9.463e-003  1.487e+000  1.487e+000   90.365
8.275    0.759    -9.481e-003  1.446e+000  1.446e+000   90.376
8.056    0.780    -9.499e-003  1.407e+000  1.407e+000   90.387
7.849    0.801    -9.519e-003  1.370e+000  1.370e+000   90.398
7.652    0.821    -9.539e-003  1.335e+000  1.335e+000   90.409
7.465    0.842    -9.559e-003  1.302e+000  1.302e+000   90.421
7.286    0.862    -9.581e-003  1.270e+000  1.270e+000   90.432
7.116    0.883    -9.602e-003  1.239e+000  1.239e+000   90.444
6.954    0.904    -9.625e-003  1.210e+000  1.210e+000   90.456
6.799    0.924    -9.648e-003  1.183e+000  1.183e+000   90.467
6.651    0.945    -9.672e-003  1.156e+000  1.156e+000   90.479
6.509    0.965    -9.697e-003  1.131e+000  1.131e+000   90.491
6.373    0.986    -9.722e-003  1.107e+000  1.107e+000   90.503
6.242    1.007    -9.749e-003  1.083e+000  1.083e+000   90.516
6.117    1.027    -9.776e-003  1.061e+000  1.061e+000   90.528
5.997    1.048    -9.803e-003  1.039e+000  1.039e+000   90.540
5.881    1.068    -9.832e-003  1.018e+000  1.019e+000   90.553
5.770    1.089    -9.861e-003  9.985e-001  9.986e-001   90.566
5.663    1.110    -9.891e-003  9.793e-001  9.793e-001   90.579
5.560    1.130    -9.922e-003  9.607e-001  9.608e-001   90.592
5.460    1.151    -9.954e-003  9.428e-001  9.429e-001   90.605
5.364    1.171    -9.987e-003  9.255e-001  9.256e-001   90.618
5.271    1.192    -1.002e-002  9.088e-001  9.089e-001   90.632
5.182    1.213    -1.006e-002  8.926e-001  8.927e-001   90.645
5.095    1.233    -1.009e-002  8.770e-001  8.771e-001   90.659
5.011    1.254    -1.013e-002  8.619e-001  8.619e-001   90.673
4.930    1.274    -1.016e-002  8.472e-001  8.473e-001   90.687
4.852    1.295    -1.020e-002  8.330e-001  8.331e-001   90.702
4.776    1.316    -1.024e-002  8.193e-001  8.193e-001   90.716
4.702    1.336    -1.028e-002  8.059e-001  8.060e-001   90.731
4.631    1.357    -1.032e-002  7.929e-001  7.930e-001   90.746
4.562    1.377    -1.037e-002  7.804e-001  7.804e-001   90.761
4.494    1.398    -1.041e-002  7.681e-001  7.682e-001   90.777
4.429    1.419    -1.046e-002  7.562e-001  7.563e-001   90.792
4.366    1.439    -1.050e-002  7.447e-001  7.448e-001   90.808
4.304    1.460    -1.055e-002  7.334e-001  7.335e-001   90.824
4.244    1.480    -1.060e-002  7.225e-001  7.226e-001   90.840
4.186    1.501    -1.065e-002  7.118e-001  7.119e-001   90.857
4.129    1.522    -1.070e-002  7.014e-001  7.015e-001   90.874
4.074    1.542    -1.075e-002  6.913e-001  6.914e-001   90.891
4.020    1.563    -1.081e-002  6.815e-001  6.815e-001   90.909
3.968    1.583    -1.086e-002  6.718e-001  6.719e-001   90.926
3.917    1.604    -1.092e-002  6.625e-001  6.625e-001   90.944
3.867    1.625    -1.098e-002  6.533e-001  6.534e-001   90.963
3.819    1.645    -1.104e-002  6.443e-001  6.444e-001   90.981
3.772    1.666    -1.110e-002  6.356e-001  6.357e-001   91.000
3.726    1.686    -1.116e-002  6.271e-001  6.272e-001   91.020
3.681    1.707    -1.123e-002  6.187e-001  6.188e-001   91.039
3.637    1.728    -1.129e-002  6.106e-001  6.107e-001   91.060
3.594    1.748    -1.136e-002  6.026e-001  6.027e-001   91.080
3.552    1.769    -1.143e-002  5.948e-001  5.949e-001   91.101
3.511    1.789    -1.150e-002  5.872e-001  5.873e-001   91.122
3.471    1.810    -1.158e-002  5.797e-001  5.798e-001   91.144
3.432    1.831    -1.165e-002  5.724e-001  5.725e-001   91.166
3.394    1.851    -1.173e-002  5.652e-001  5.653e-001   91.189
3.357    1.872    -1.181e-002  5.582e-001  5.583e-001   91.212
3.320    1.892    -1.189e-002  5.513e-001  5.514e-001   91.236
3.284    1.913    -1.197e-002  5.445e-001  5.447e-001   91.260
3.249    1.934    -1.206e-002  5.379e-001  5.380e-001   91.284
3.215    1.954    -1.215e-002  5.314e-001  5.316e-001   91.309
3.182    1.975    -1.224e-002  5.250e-001  5.252e-001   91.335
3.149    1.995    -1.233e-002  5.188e-001  5.189e-001   91.362
3.117    2.016    -1.243e-002  5.126e-001  5.128e-001   91.389
3.085    2.037    -1.252e-002  5.066e-001  5.068e-001   91.416
3.054    2.057    -1.262e-002  5.007e-001  5.008e-001   91.444
3.024    2.078    -1.273e-002  4.948e-001  4.950e-001   91.473
2.994    2.098    -1.283e-002  4.891e-001  4.893e-001   91.503
2.965    2.119    -1.294e-002  4.835e-001  4.837e-001   91.533
2.936    2.140    -1.305e-002  4.780e-001  4.781e-001   91.564
2.908    2.160    -1.316e-002  4.725e-001  4.727e-001   91.596
2.881    2.181    -1.328e-002  4.671e-001  4.673e-001   91.628
2.854    2.202    -1.340e-002  4.619e-001  4.621e-001   91.662
2.828    2.222    -1.352e-002  4.567e-001  4.569e-001   91.696
2.802    2.243    -1.365e-002  4.515e-001  4.518e-001   91.731
2.776    2.263    -1.378e-002  4.465e-001  4.467e-001   91.768
2.751    2.284    -1.391e-002  4.415e-001  4.418e-001   91.805
2.726    2.305    -1.405e-002  4.366e-001  4.369e-001   91.842
2.702    2.325    -1.418e-002  4.318e-001  4.320e-001   91.881
2.679    2.346    -1.432e-002  4.270e-001  4.273e-001   91.921
2.655    2.366    -1.447e-002  4.223e-001  4.226e-001   91.962
2.632    2.387    -1.462e-002  4.177e-001  4.179e-001   92.004
2.610    2.408    -1.477e-002  4.131e-001  4.134e-001   92.048
2.588    2.428    -1.493e-002  4.086e-001  4.088e-001   92.092
2.566    2.449    -1.508e-002  4.041e-001  4.044e-001   92.138
2.544    2.469    -1.524e-002  3.997e-001  4.000e-001   92.183
2.523    2.490    -1.539e-002  3.953e-001  3.956e-001   92.230
2.503    2.511    -1.555e-002  3.910e-001  3.913e-001   92.277
2.482    2.531    -1.571e-002  3.867e-001  3.871e-001   92.326
2.462    2.552    -1.587e-002  3.825e-001  3.828e-001   92.376
2.443    2.572    -1.604e-002  3.783e-001  3.787e-001   92.427
2.423    2.593    -1.620e-002  3.742e-001  3.745e-001   92.479
2.404    2.614    -1.636e-002  3.701e-001  3.704e-001   92.531
2.385    2.634    -1.653e-002  3.660e-001  3.664e-001   92.586
2.367    2.655    -1.671e-002  3.620e-001  3.624e-001   92.642
2.349    2.675    -1.689e-002  3.581e-001  3.585e-001   92.701
2.331    2.696    -1.708e-002  3.541e-001  3.545e-001   92.761
2.313    2.717    -1.727e-002  3.502e-001  3.506e-001   92.823
2.295    2.737    -1.745e-002  3.464e-001  3.468e-001   92.885
2.278    2.758    -1.764e-002  3.425e-001  3.430e-001   92.948
2.261    2.778    -1.783e-002  3.387e-001  3.392e-001   93.014
2.245    2.799    -1.804e-002  3.349e-001  3.354e-001   93.083
2.228    2.820    -1.825e-002  3.311e-001  3.316e-001   93.154
2.212    2.840    -1.846e-002  3.274e-001  3.279e-001   93.226
2.196    2.861    -1.866e-002  3.237e-001  3.242e-001   93.300
2.181    2.881    -1.886e-002  3.200e-001  3.205e-001   93.374
2.165    2.902    -1.902e-002  3.163e-001  3.169e-001   93.442
2.150    2.923    -1.930e-002  3.127e-001  3.133e-001   93.531
2.135    2.943    -1.953e-002  3.090e-001  3.097e-001   93.615
2.120    2.964    -1.973e-002  3.054e-001  3.060e-001   93.696
2.105    2.984    -1.993e-002  3.018e-001  3.024e-001   93.778
2.091    3.005    -2.013e-002  2.982e-001  2.989e-001   93.862
2.077    3.026    -2.033e-002  2.946e-001  2.953e-001   93.949
2.063    3.046    -2.054e-002  2.910e-001  2.917e-001   94.037
2.049    3.067    -2.074e-002  2.875e-001  2.882e-001   94.127
2.035    3.087    -2.094e-002  2.839e-001  2.847e-001   94.218
2.022    3.108    -2.114e-002  2.804e-001  2.812e-001   94.311
2.008    3.129    -2.133e-002  2.768e-001  2.777e-001   94.405
1.995    3.149    -2.151e-002  2.733e-001  2.742e-001   94.500
1.982    3.170    -2.169e-002  2.698e-001  2.707e-001   94.597
1.969    3.190    -2.186e-002  2.663e-001  2.672e-001   94.694
1.957    3.211    -2.203e-002  2.628e-001  2.637e-001   94.793
1.944    3.232    -2.219e-002  2.593e-001  2.602e-001   94.892
